,ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
517,W0518,7.4,0.15,0.42,1.7,0.045,49.0,154.0,0.992,3.0,0.6,10.4,2.0
518,W0519,5.9,0.13,,1.9,0.05,20.0,78.0,0.9918,,0.64,10.8,2.0
519,W0520,7.2,0.34,0.34,12.6,0.048,7.0,41.0,0.9942,3.19,0.4,11.7,1.0
520,W0521,7.9,0.19,0.26,2.1,0.039,8.0,143.0,0.9942,3.05,0.74,9.8,1.0
521,W0522,7.9,0.19,,2.1,0.039,8.0,143.0,0.9942,3.05,0.74,9.8,1.0
522,W0523,6.9,0.25,0.4,1.3,0.038,22.0,101.0,0.9901,3.03,0.39,11.4,2.0
523,W0524,5.8,0.36,,1.7,0.033,22.0,96.0,0.9898,3.03,,11.2,2.0
524,W0525,5.6,0.35,0.37,1.0,0.038,6.0,72.0,0.9902,,0.34,11.4,1.0
525,W0526,5.9,0.32,0.39,3.3,0.114,24.0,140.0,0.9934,3.09,0.45,9.2,2.0
526,W0527,7.2,0.31,0.46,5.0,0.04,3.0,29.0,0.9906,,0.53,12.5,1.0
527,W0528,6.1,0.28,0.22,1.8,0.034,32.0,116.0,0.9898,3.36,0.44,12.6,2.0
528,W0529,5.2,0.36,0.02,1.6,0.031,24.0,104.0,0.9896,3.44,0.35,12.2,2.0
529,W0530,5.6,0.19,0.47,4.5,0.03,19.0,112.0,0.9922,3.56,0.45,11.2,2.0
530,W0531,6.4,0.1,0.35,4.9,0.048,31.0,103.0,0.9947,3.43,0.79,9.7,2.0
531,W0532,6.4,0.18,0.48,4.0,0.186,64.0,150.0,0.9945,3.06,0.4,9.3,1.0
532,W0533,7.4,0.25,,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,2.0
533,W0534,7.4,0.25,,13.2,0.067,53.0,178.0,0.9976,,0.48,9.0,2.0
534,W0535,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,,9.0,2.0
535,W0536,7.9,0.345,,15.3,0.047,54.0,171.0,0.9987,,0.51,9.1,1.0
536,W0537,7.9,0.345,,15.3,0.047,54.0,171.0,0.9987,3.09,0.51,9.1,1.0
537,W0538,7.4,0.25,,13.2,0.067,53.0,178.0,0.9976,,0.48,9.0,2.0
538,W0539,6.1,0.24,0.3,1.5,0.045,22.0,61.0,0.992,3.31,0.54,10.4,1.0
539,W0540,6.8,0.25,0.24,4.55,0.053,41.0,211.0,0.9955,3.37,0.67,9.5,2.0
540,W0541,6.7,0.31,0.31,9.9,0.04,10.0,175.0,0.9953,,0.55,11.4,1.0
541,W0542,7.2,0.46,0.65,10.4,0.05,76.0,192.0,0.9976,3.16,0.42,8.7,1.0
542,W0543,5.5,0.35,0.35,1.1,0.045,14.0,167.0,0.992,3.34,,9.9,2.0
543,W0544,6.7,0.24,0.41,8.7,0.036,29.0,148.0,0.9952,3.22,,9.9,2.0
544,W0545,6.8,0.28,,13.9,0.047,49.0,162.0,0.9983,3.21,0.51,9.0,2.0
545,W0546,6.4,0.16,0.22,1.4,0.04,41.0,149.0,0.9933,3.49,0.58,10.0,2.0
546,W0547,6.3,0.26,0.24,7.2,0.039,38.0,172.0,0.9958,3.49,0.64,9.7,2.0
547,W0548,7.7,0.22,,1.9,0.052,10.0,87.0,0.9922,3.3,0.49,11.8,2.0
548,W0549,6.5,0.18,,1.7,0.044,30.0,127.0,0.9928,,0.5,10.2,2.0
549,W0550,7.2,0.46,0.65,10.4,0.05,76.0,192.0,0.9976,3.16,0.42,8.7,1.0
550,W0551,7.0,0.3,,13.6,0.05,40.0,168.0,0.9976,,0.52,9.6,2.0
551,W0552,9.2,0.25,0.34,1.2,0.026,31.0,93.0,0.9916,2.93,0.37,11.3,2.0
552,W0553,7.8,0.28,0.34,1.6,0.028,32.0,118.0,0.9901,3.0,0.38,12.1,2.0
553,W0554,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,2.0
554,W0555,7.8,0.28,0.34,1.6,0.028,32.0,118.0,0.9901,,0.38,12.1,2.0
555,W0556,9.2,0.25,,1.2,0.026,31.0,93.0,0.9916,2.93,0.37,11.3,2.0
556,W0557,8.4,0.35,0.71,12.2,0.046,22.0,160.0,0.9982,2.98,,9.4,1.0
557,W0558,6.1,0.41,0.24,1.6,0.049,16.0,137.0,0.993,3.32,0.5,10.4,2.0
558,W0559,5.9,0.21,0.24,12.1,0.044,53.0,165.0,0.9969,3.25,0.39,9.5,1.0
559,W0560,7.2,0.34,0.44,4.2,0.047,51.0,144.0,0.991,,0.76,12.3,2.0
560,W0561,6.7,0.21,,9.1,0.049,31.0,150.0,0.9953,3.12,0.74,9.9,2.0
561,W0562,5.9,0.37,0.1,1.6,0.057,39.0,128.0,0.9924,,0.48,10.1,1.0
562,W0563,7.7,0.34,0.27,8.8,0.063,39.0,184.0,0.9969,3.09,0.63,9.2,2.0
563,W0564,7.4,0.3,,1.4,0.046,16.0,135.0,0.9928,,0.77,10.4,2.0
564,W0565,6.8,0.51,0.3,4.2,0.066,38.0,165.0,0.9945,3.2,0.42,9.1,1.0
565,W0566,7.8,0.22,0.38,10.3,0.059,28.0,99.0,0.9967,3.12,0.47,10.0,2.0
566,W0567,7.2,0.35,0.34,12.4,0.051,6.0,37.0,0.9944,3.13,0.39,11.5,2.0
567,W0568,6.0,0.26,0.5,2.2,0.048,59.0,153.0,0.9928,3.08,0.61,9.8,1.0
568,W0569,6.1,0.26,0.51,2.2,0.05,61.0,154.0,0.9929,3.08,0.6,9.8,2.0
569,W0570,6.5,0.28,0.27,5.2,0.04,44.0,179.0,0.9948,3.19,0.69,9.4,2.0
570,W0571,7.4,0.41,0.66,10.8,0.051,77.0,194.0,0.9976,3.05,0.46,8.7,1.0
571,W0572,6.5,0.28,0.29,2.7,0.038,26.0,107.0,0.9912,3.32,0.41,11.6,2.0
572,W0573,6.7,0.34,0.54,16.3,0.047,44.0,181.0,0.9987,,0.56,8.8,1.0
573,W0574,7.2,0.2,0.34,2.7,0.032,49.0,151.0,0.99,3.16,0.39,12.7,2.0
574,W0575,7.4,0.2,0.33,1.9,0.035,39.0,138.0,0.991,3.17,0.44,11.7,2.0
575,W0576,8.2,0.22,0.3,1.8,0.047,47.0,185.0,0.9933,3.13,,10.2,2.0
576,W0577,8.2,0.23,0.29,1.8,0.047,47.0,187.0,0.9933,,0.5,10.2,2.0
577,W0578,7.1,0.22,0.33,2.8,0.033,48.0,153.0,0.9899,3.15,0.38,12.7,2.0
578,W0579,6.5,0.28,0.29,2.7,0.038,26.0,107.0,0.9912,3.32,0.41,11.6,2.0
579,W0580,6.0,0.38,0.26,6.0,0.034,42.0,134.0,0.9912,3.38,0.38,12.3,2.0
580,W0581,7.4,0.41,0.66,10.8,0.051,77.0,194.0,0.9976,3.05,0.46,8.7,1.0
581,W0582,5.7,0.18,0.22,4.2,0.042,25.0,111.0,0.994,3.35,0.39,9.4,1.0
582,W0583,7.3,0.3,0.22,6.4,0.056,44.0,168.0,0.9947,3.13,0.35,10.1,2.0
583,W0584,7.4,0.24,0.22,10.7,0.042,26.0,81.0,0.9954,2.86,0.36,9.7,2.0
584,W0585,6.6,0.25,0.3,1.6,0.046,32.0,134.0,0.993,3.42,0.51,10.1,2.0
585,W0586,7.4,0.24,0.22,10.7,0.042,26.0,81.0,0.9954,2.86,0.36,9.7,2.0
586,W0587,7.4,0.26,0.3,7.9,0.049,38.0,157.0,0.9963,3.13,0.48,8.9,2.0
587,W0588,6.1,0.32,0.25,1.7,0.034,37.0,136.0,0.992,3.47,0.5,10.8,2.0
588,W0589,6.9,0.28,,2.1,0.036,42.0,121.0,0.9926,,0.49,10.8,2.0
589,W0590,7.0,0.23,0.33,5.8,0.04,25.0,136.0,0.995,3.19,0.58,9.5,2.0
590,W0591,7.1,0.31,0.5,14.5,0.059,6.0,148.0,0.9983,2.94,0.44,9.1,1.0
591,W0592,7.3,0.2,0.37,1.2,0.037,48.0,119.0,0.992,3.32,0.49,10.9,2.0
592,W0593,6.9,0.41,0.33,10.1,0.043,28.0,152.0,0.9968,3.2,,9.4,1.0
593,W0594,6.4,0.45,0.07,1.1,0.03,10.0,131.0,0.9905,2.97,,10.8,1.0
594,W0595,6.4,0.475,,1.0,0.03,9.0,131.0,0.9904,,,10.8,1.0
595,W0596,6.3,0.27,0.38,0.9,0.051,7.0,140.0,0.9926,3.45,0.5,10.5,2.0
596,W0597,6.9,0.41,0.33,10.1,0.043,28.0,152.0,0.9968,3.2,0.52,9.4,1.0
597,W0598,7.0,0.29,0.37,4.9,0.034,26.0,127.0,0.9928,3.17,0.44,10.8,2.0
598,W0599,5.9,0.27,0.29,11.4,0.036,31.0,115.0,0.9949,,0.48,10.5,2.0
599,W0600,6.9,0.19,0.4,1.4,0.036,14.0,55.0,0.9909,3.08,0.68,11.5,2.0
600,W0601,6.7,0.3,0.35,1.4,0.18,36.0,160.0,0.9937,3.11,0.54,9.4,2.0
601,W0602,7.2,0.24,0.4,1.4,0.045,31.0,106.0,0.9914,2.88,0.38,10.8,2.0
602,W0603,6.4,0.45,,1.1,0.03,10.0,131.0,0.9905,2.97,,10.8,1.0
603,W0604,6.4,0.475,0.06,1.0,0.03,9.0,131.0,0.9904,2.97,0.29,10.8,1.0
604,W0605,6.3,0.26,0.49,1.5,0.052,34.0,134.0,0.9924,2.99,0.61,9.8,2.0
605,W0606,6.3,0.26,0.49,1.5,0.052,34.0,134.0,0.9924,2.99,0.61,9.8,2.0
606,W0607,7.3,0.25,,7.5,0.049,38.0,158.0,0.9965,3.43,0.38,9.6,1.0
607,W0608,7.3,0.25,0.29,7.5,0.049,38.0,158.0,0.9965,3.43,0.38,9.6,1.0
608,W0609,6.1,0.28,,17.75,0.044,48.0,161.0,0.9993,3.34,0.48,9.5,1.0
609,W0610,7.4,0.37,0.35,5.7,0.061,12.0,94.0,0.9965,3.48,,10.7,2.0
610,W0611,6.5,0.36,0.28,3.2,0.037,29.0,119.0,0.9908,3.25,,12.4,2.0
611,W0612,7.4,0.24,,4.3,0.032,9.0,95.0,0.992,,,11.1,2.0
612,W0613,7.5,0.23,0.68,11.0,0.047,37.0,133.0,0.9978,,0.38,8.8,1.0
613,W0614,7.5,0.21,,10.9,0.045,38.0,133.0,0.9978,,,8.7,1.0
614,W0615,7.5,0.21,0.68,10.9,0.045,38.0,133.0,0.9978,3.0,,8.7,1.0
615,W0616,7.5,0.23,0.68,11.0,0.047,37.0,133.0,0.9978,2.99,,8.8,1.0
616,W0617,7.8,0.32,0.33,2.4,0.037,18.0,101.0,0.9912,,0.65,11.7,2.0
617,W0618,7.8,0.26,0.27,1.9,0.051,52.0,195.0,0.9928,3.23,,10.9,2.0
618,W0619,7.7,0.24,0.27,1.8,0.051,52.0,190.0,0.9928,3.23,0.5,10.8,2.0
619,W0620,7.4,0.19,0.3,1.4,0.057,33.0,135.0,0.993,3.12,0.5,9.6,2.0
620,W0621,6.5,0.46,0.41,16.8,0.084,59.0,222.0,0.9993,3.18,0.58,9.0,1.0
621,W0622,6.5,0.26,0.43,8.9,0.083,50.0,171.0,0.9965,,0.5,9.0,1.0
622,W0623,5.3,0.32,0.12,6.6,0.043,22.0,141.0,0.9937,3.36,0.6,10.4,2.0
623,W0624,7.2,0.24,,1.1,0.045,3.0,64.0,0.9913,,0.51,11.4,1.0
624,W0625,6.0,0.36,0.06,1.4,0.066,27.0,128.0,0.9934,,0.55,9.3,1.0
625,W0626,6.2,0.24,0.29,13.3,0.039,49.0,130.0,0.9952,,0.46,11.0,2.0
626,W0627,7.6,0.56,0.12,10.4,0.096,22.0,177.0,0.9983,3.32,0.45,9.1,1.0
627,W0628,7.0,0.32,,6.2,0.048,31.0,228.0,0.9957,,0.62,9.4,2.0
628,W0629,7.0,0.32,0.24,6.2,0.048,31.0,228.0,0.9957,3.23,0.62,9.4,2.0
629,W0630,5.8,0.31,0.33,1.2,0.036,23.0,99.0,0.9916,3.18,0.6,10.5,2.0
630,W0631,7.0,0.23,0.42,18.05,0.05,35.0,144.0,0.9999,3.22,0.42,8.8,1.0
631,W0632,7.0,0.23,0.42,18.05,0.05,35.0,144.0,0.9999,3.22,0.42,8.8,1.0
632,W0633,6.9,0.24,0.33,4.8,0.04,16.0,131.0,0.9936,3.26,0.64,10.7,2.0
633,W0634,6.0,0.29,0.2,12.6,0.045,45.0,187.0,0.9972,3.33,0.42,9.5,1.0
634,W0635,6.1,0.17,0.28,4.5,0.033,46.0,150.0,0.9933,3.43,0.49,10.9,2.0
635,W0636,5.9,0.14,0.25,4.5,0.027,34.0,140.0,0.9934,3.49,0.51,10.8,2.0
636,W0637,6.2,0.17,0.28,4.7,0.037,39.0,133.0,0.9931,3.41,0.46,10.8,2.0
637,W0638,7.4,0.28,,11.9,0.053,25.0,148.0,0.9976,,0.62,9.2,1.0
638,W0639,5.6,0.35,0.14,5.0,0.046,48.0,198.0,0.9937,3.3,0.71,10.3,1.0
639,W0640,5.8,0.335,,5.8,0.046,49.0,197.0,0.9937,3.3,0.71,10.3,1.0
640,W0641,5.6,0.235,0.29,1.2,0.047,33.0,127.0,0.991,,0.5,11.0,2.0
641,W0642,6.1,0.28,0.25,12.9,0.054,34.0,189.0,0.9979,,0.43,9.0,1.0
642,W0643,6.3,0.21,0.33,13.9,0.046,68.0,179.0,0.9971,3.36,0.5,10.4,2.0
643,W0644,6.4,0.24,0.28,11.5,0.05,34.0,163.0,0.9969,3.31,0.45,9.5,1.0
644,W0645,6.4,0.24,0.29,11.4,0.051,32.0,166.0,0.9968,3.31,0.45,9.5,1.0
645,W0646,6.3,0.26,0.25,7.8,0.058,44.0,166.0,0.9961,,,9.0,1.0
646,W0647,6.5,0.33,0.72,1.1,0.061,7.0,151.0,0.993,3.09,,9.5,1.0
647,W0648,7.4,0.105,0.34,12.2,0.05,57.0,146.0,0.9973,3.16,0.37,9.0,2.0
648,W0649,6.0,0.32,,5.9,0.041,34.0,190.0,0.9944,,0.72,10.0,1.0
649,W0650,7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,2.0
650,W0651,7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,2.0
651,W0652,7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,2.0
652,W0653,7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,2.0
653,W0654,5.9,0.24,0.26,12.3,0.053,34.0,134.0,0.9972,3.34,0.45,9.5,2.0
654,W0655,6.5,0.21,0.37,2.5,0.048,70.0,138.0,0.9917,3.33,0.75,11.4,2.0
655,W0656,7.7,0.27,0.35,5.3,0.03,30.0,117.0,0.992,3.11,0.42,12.2,2.0
656,W0657,9.0,0.27,0.35,4.9,0.028,27.0,95.0,0.9932,3.04,0.4,11.3,2.0
657,W0658,7.3,0.34,,3.2,0.05,14.0,136.0,0.9936,,0.44,10.2,1.0
658,W0659,6.6,0.27,0.25,3.1,0.052,41.0,188.0,0.9915,3.24,0.4,11.3,1.0
659,W0660,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10.0,1.0
660,W0661,7.1,0.28,0.26,1.9,0.049,12.0,86.0,0.9934,3.15,,9.4,1.0
661,W0662,6.8,0.25,0.34,14.0,0.032,47.0,133.0,0.9952,3.37,,12.2,2.0
662,W0663,7.0,0.57,0.1,8.3,0.094,23.0,188.0,0.9972,3.4,0.47,9.2,1.0
663,W0664,7.1,0.28,0.26,1.9,0.049,12.0,86.0,0.9934,3.15,0.38,9.4,1.0
664,W0665,7.1,0.17,0.38,7.4,0.052,49.0,182.0,0.9958,3.35,0.52,9.6,2.0
665,W0666,7.8,0.28,0.22,1.4,0.056,24.0,130.0,0.9944,3.28,0.48,9.5,1.0
666,W0667,6.8,0.22,0.37,1.7,0.036,38.0,195.0,0.9908,3.35,0.72,12.5,2.0
667,W0668,7.1,0.17,0.38,7.4,0.052,49.0,182.0,0.9958,3.35,0.52,9.6,2.0
668,W0669,6.1,0.14,0.25,1.3,0.047,37.0,173.0,0.9925,3.35,0.46,10.0,2.0
669,W0670,6.4,0.24,0.5,11.6,0.047,60.0,211.0,0.9966,3.18,0.57,9.3,1.0
670,W0671,7.8,0.42,0.26,9.2,0.058,34.0,199.0,0.9972,3.14,0.55,9.3,2.0
671,W0672,6.6,0.28,0.36,1.7,0.038,22.0,101.0,0.9912,3.29,0.57,11.6,2.0
672,W0673,7.1,0.32,0.34,14.5,0.039,46.0,150.0,0.995,3.38,,12.5,2.0
673,W0674,6.7,0.31,0.3,2.1,0.038,18.0,130.0,0.9928,3.36,0.63,10.6,2.0
674,W0675,6.4,0.32,0.5,10.7,0.047,57.0,206.0,0.9968,3.08,0.6,9.4,1.0
675,W0676,6.1,0.28,0.25,6.9,0.056,44.0,201.0,0.9955,3.19,0.4,9.1,2.0
676,W0677,5.9,0.29,0.25,12.0,0.057,48.0,224.0,0.9981,,,9.0,2.0
677,W0678,5.8,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,2.0
678,W0679,5.8,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,2.0
679,W0680,5.7,0.32,0.38,4.75,0.033,23.0,94.0,0.991,,,11.8,2.0
680,W0681,6.7,0.28,0.14,1.4,0.043,64.0,159.0,0.992,3.17,0.39,10.0,1.0
681,W0682,6.8,0.34,0.69,1.3,0.058,12.0,171.0,0.9931,,0.47,9.7,1.0
682,W0683,5.9,0.25,0.25,11.3,0.052,30.0,165.0,0.997,,,9.5,2.0
683,W0684,6.4,0.27,0.32,4.5,0.24,61.0,174.0,0.9948,3.12,0.48,9.4,1.0
684,W0685,8.1,0.46,0.31,1.7,0.052,50.0,183.0,0.9923,3.03,0.42,11.2,1.0
685,W0686,6.2,0.36,,13.2,0.051,54.0,201.0,0.9976,,0.46,9.0,1.0
686,W0687,6.8,0.22,0.35,5.5,0.043,21.0,114.0,0.9938,3.3,0.53,10.7,2.0
687,W0688,6.8,0.67,0.3,13.0,0.29,22.0,193.0,0.9984,3.08,0.67,9.0,1.0
688,W0689,7.2,0.28,0.3,10.7,0.044,61.0,222.0,0.9972,3.14,0.5,9.1,2.0
689,W0690,6.7,0.17,0.37,2.0,0.039,34.0,125.0,0.9922,3.26,,10.8,2.0
690,W0691,6.9,0.2,0.34,1.9,0.043,25.0,136.0,0.9935,3.31,,10.1,1.0
691,W0692,6.1,0.36,0.16,6.4,0.037,36.0,198.0,0.9944,3.17,0.62,9.9,2.0
692,W0693,6.0,0.36,0.16,6.3,0.036,36.0,191.0,0.9942,3.17,0.62,9.8,1.0
693,W0694,5.9,0.37,0.14,6.3,0.036,34.0,185.0,0.9944,3.17,0.63,9.8,1.0
694,W0695,7.6,0.29,0.58,17.5,0.041,51.0,225.0,0.9997,3.16,0.66,9.5,2.0
695,W0696,6.3,0.34,0.28,14.7,0.047,49.0,198.0,0.9977,3.23,0.46,9.5,1.0
696,W0697,6.7,0.19,0.34,1.0,0.022,22.0,94.0,0.9912,3.23,0.57,11.1,2.0
697,W0698,7.5,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,0.6,9.5,1.0
698,W0699,7.5,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,,9.5,1.0
699,W0700,7.4,0.31,0.48,14.2,0.042,62.0,204.0,0.9983,3.06,,9.4,1.0
700,W0701,8.4,0.4,0.7,13.1,0.042,29.0,197.0,0.998,3.06,0.64,9.7,1.0
701,W0702,5.9,0.34,,2.4,0.03,19.0,135.0,0.9894,3.41,0.78,13.9,2.0
702,W0703,6.6,0.38,0.18,1.2,0.042,20.0,84.0,0.9927,3.22,,10.1,1.0
703,W0704,6.4,0.33,0.28,1.1,0.038,30.0,110.0,0.9917,3.12,0.42,10.5,2.0
704,W0705,5.6,0.25,0.26,3.6,0.037,18.0,115.0,0.9904,3.42,0.5,12.6,2.0
705,W0706,8.6,0.27,0.46,6.1,0.032,13.0,41.0,0.993,2.89,0.34,10.9,1.0
706,W0707,6.2,0.31,0.21,6.3,0.041,50.0,218.0,0.9941,3.15,0.6,10.0,1.0
707,W0708,7.2,0.18,0.45,4.4,0.046,57.0,166.0,0.9943,3.13,0.62,11.2,2.0
708,W0709,7.7,0.2,0.44,13.9,0.05,44.0,130.0,0.99855,3.11,0.48,10.0,2.0
709,W0710,6.2,0.47,0.21,1.0,0.044,13.0,98.0,0.99345,3.14,,9.2,1.0
710,W0711,6.1,0.25,0.24,12.1,0.046,51.0,172.0,0.998,3.35,0.45,9.5,1.0
711,W0712,8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.9916,3.1,0.5,12.3,2.0
712,W0713,8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.9916,3.1,0.5,12.3,2.0
713,W0714,6.4,0.31,0.39,7.5,0.04,57.0,213.0,0.99475,3.32,,10.0,1.0
714,W0715,6.0,0.39,0.26,2.7,0.038,39.0,187.0,0.99325,3.41,0.5,10.8,2.0
715,W0716,6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,2.0
716,W0717,7.7,0.42,0.31,9.2,0.048,22.0,221.0,0.9969,3.06,0.61,9.2,2.0
717,W0718,7.0,0.27,0.41,18.75,0.042,34.0,157.0,1.0002,2.96,0.5,9.1,1.0
718,W0719,6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,,0.71,10.5,2.0
719,W0720,7.4,0.29,0.5,1.8,0.042,35.0,127.0,0.9937,3.45,0.5,10.2,2.0
720,W0721,6.6,0.29,0.44,9.0,0.053,62.0,178.0,0.99685,,0.45,8.9,1.0
721,W0722,6.0,0.3,0.44,1.5,0.046,15.0,182.0,0.99455,3.5,0.52,10.4,1.0
722,W0723,6.9,0.31,0.34,1.6,0.032,23.0,128.0,0.9917,,0.47,11.7,2.0
723,W0724,6.6,0.33,0.31,1.3,0.02,29.0,89.0,0.99035,3.26,0.44,12.4,2.0
724,W0725,7.8,0.3,0.4,1.8,0.028,23.0,122.0,0.9914,3.14,0.39,10.9,2.0
725,W0726,6.4,0.39,0.21,1.2,0.041,35.0,136.0,0.99225,,,10.2,1.0
726,W0727,6.4,0.24,0.31,2.8,0.038,41.0,114.0,0.99155,3.37,0.66,11.7,2.0
727,W0728,7.0,0.21,0.34,8.0,0.057,19.0,101.0,0.9954,2.99,0.59,9.4,1.0
728,W0729,6.4,0.16,,5.3,0.043,42.0,157.0,0.99455,,,10.5,1.0
729,W0730,6.0,0.33,,0.8,0.185,12.0,188.0,0.9924,3.12,0.62,9.4,1.0
730,W0731,6.5,0.23,0.33,13.8,0.042,25.0,139.0,0.99695,3.35,0.56,10.4,2.0
731,W0732,6.2,0.25,,10.0,0.044,78.0,240.0,0.99655,,0.47,9.5,2.0
732,W0733,8.8,0.28,0.45,6.0,0.022,14.0,49.0,0.9934,3.01,0.33,11.1,2.0
733,W0734,6.6,0.25,0.3,14.4,0.052,40.0,183.0,0.998,3.02,0.5,9.1,2.0
734,W0735,6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,1.0
735,W0736,6.4,0.25,0.3,5.5,0.038,15.0,129.0,0.9948,3.14,0.49,9.6,2.0
736,W0737,6.6,0.25,0.3,14.4,0.052,40.0,183.0,0.998,3.02,0.5,9.1,2.0
737,W0738,6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,1.0
738,W0739,7.1,0.21,0.31,3.8,0.021,40.0,142.0,0.99215,3.17,0.39,10.8,2.0
739,W0740,6.4,0.25,0.3,5.5,0.038,15.0,129.0,0.9948,3.14,0.49,9.6,2.0
740,W0741,6.9,0.39,0.4,4.6,0.022,5.0,19.0,0.9915,3.31,0.37,12.6,1.0
741,W0742,5.8,0.2,0.3,1.5,0.031,21.0,57.0,0.99115,3.44,0.55,11.0,2.0
742,W0743,7.0,0.2,0.37,2.0,0.03,26.0,136.0,0.9932,3.28,0.61,10.2,2.0
743,W0744,5.9,0.26,0.25,12.5,0.034,38.0,152.0,0.9977,3.33,,9.4,1.0
744,W0745,7.4,0.38,0.27,7.5,0.041,24.0,160.0,0.99535,3.17,0.43,10.0,1.0
745,W0746,7.4,0.2,1.66,2.1,0.022,34.0,113.0,0.99165,3.26,0.55,12.2,2.0
746,W0747,7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.9953,3.22,0.56,10.5,2.0
747,W0748,7.2,0.29,,7.6,0.024,56.0,177.0,0.9928,,0.32,11.5,2.0
748,W0749,6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,2.0
749,W0750,7.3,0.3,0.42,7.35,0.025,51.0,175.0,0.9928,3.04,0.32,11.4,2.0
750,W0751,7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.32,11.5,2.0
751,W0752,6.9,0.2,0.5,10.0,0.036,78.0,167.0,0.9964,3.15,0.55,10.2,2.0
752,W0753,6.7,0.2,0.42,14.0,0.038,83.0,160.0,0.9987,,,9.4,2.0
753,W0754,7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.9953,3.22,0.56,10.5,2.0
754,W0755,5.9,0.35,0.47,2.2,0.11,14.0,138.0,0.9932,3.09,,9.1,1.0
755,W0756,7.1,0.28,0.44,1.8,0.032,32.0,107.0,0.9907,3.25,0.48,12.2,2.0
756,W0757,5.8,0.25,,11.1,0.056,45.0,175.0,0.99755,3.42,0.43,9.5,1.0
757,W0758,6.8,0.22,0.37,15.2,0.051,68.0,178.0,0.99935,3.4,0.85,9.3,2.0
758,W0759,7.1,0.14,0.4,1.2,0.051,55.0,136.0,0.9932,3.3,0.96,9.8,2.0
759,W0760,7.1,0.13,0.4,1.2,0.047,54.0,134.0,0.9932,3.3,0.97,9.8,2.0
760,W0761,6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,2.0
761,W0762,7.0,0.2,0.38,8.1,0.05,42.0,173.0,0.99585,3.3,0.54,9.8,2.0
762,W0763,6.8,0.24,0.49,19.3,0.057,55.0,247.0,1.00055,3.0,0.56,8.7,1.0
763,W0764,5.0,0.44,0.04,18.6,0.039,38.0,128.0,0.9985,3.37,0.57,10.2,2.0
764,W0765,6.3,0.3,0.28,5.0,0.042,36.0,168.0,0.99505,3.22,0.69,9.5,2.0
765,W0766,7.2,0.27,0.42,1.6,0.05,35.0,135.0,0.992,2.94,0.46,11.0,2.0
766,W0767,6.7,0.5,0.63,13.4,0.078,81.0,238.0,0.9988,3.08,0.44,9.2,1.0
767,W0768,6.8,0.2,0.36,1.6,0.028,7.0,46.0,0.99175,3.21,0.6,10.9,2.0
768,W0769,6.7,0.11,0.34,8.8,0.043,41.0,113.0,0.9962,3.42,0.4,9.3,2.0
769,W0770,6.7,0.11,0.34,8.8,0.043,41.0,113.0,0.9962,3.42,,9.3,2.0
770,W0771,6.8,0.12,0.31,5.2,0.045,29.0,120.0,0.9942,3.41,0.46,9.8,2.0
771,W0772,6.6,0.16,0.57,1.1,0.13,58.0,140.0,0.9927,3.12,0.39,9.3,2.0
772,W0773,6.6,0.21,0.6,1.1,0.135,61.0,144.0,0.9927,3.12,0.39,9.3,2.0
773,W0774,6.1,0.27,0.3,16.7,0.039,49.0,172.0,0.99985,3.4,0.45,9.4,1.0
774,W0775,9.1,0.27,0.45,10.6,0.035,28.0,124.0,0.997,3.2,0.46,10.4,2.0
775,W0776,6.4,0.225,0.48,2.2,0.115,29.0,104.0,0.9918,,0.58,12.1,2.0
776,W0777,8.3,0.14,0.45,1.5,0.039,18.0,98.0,0.99215,3.02,0.56,11.0,2.0
